"","...1","Unnamed: 0","bill number","subjects","summary","policy_area","latest_action","cosponsor_D_perc","cosponsor_R_perc"
"463",159,159,2142,"{'legislativeSubjects': [{'name': 'Chemistry'}, {'name': 'Customs enforcement'}, {'name': 'Department of Homeland Security'}, {'name': 'Drug trafficking and controlled substances'}, {'name': 'Government employee pay, benefits, personnel management'}], 'policyArea': {'name': 'Foreign Trade and International Finance'}}","(This measure has not been amended since it was reported to the House on September 21, 2017. The summary of that version is repeated here.) International Narcotics Trafficking Emergency Response by Detecting Incoming Contraband with Technology Act or the INTERDICT Act (Sec. 3) This bill requires the U.S. Customs and Border Protection (CBP) to: (1) increase the number of chemical screening devices available to CBP officers to interdict fentanyl, other synthetic opioids, and other narcotics and psychoactive substances that are illegally imported into the United States, including such substances imported through the mail or by an express consignment operator or carrier; and (2) dedicate the appropriate number of CBP personnel, including scientists, to interpret data collected by such devices during all operational hours. (Sec. 4) The bill authorizes appropriations to the CBP to ensure that the necessary screening and interdiction resources are available during all operational hours.","Foreign Trade and International Finance",2018-01-10,0.722222222222222,0.277777777777778
"464",160,160,560,"{'legislativeSubjects': [{'name': 'Licensing and registrations'}, {'name': 'Motor carriers'}, {'name': 'Motor vehicles'}, {'name': 'Parks, recreation areas, trails'}, {'name': 'Pennsylvania'}, {'name': 'Roads and highways'}, {'name': 'User charges and fees'}], 'policyArea': {'name': 'Public Lands and Natural Resources'}}","(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.) (Sec. 1) This bill amends the Delaware Water Gap National Recreation Area Improvement Act with respect to the prohibition against the use of Highway 209, a federally owned road within the boundaries of the Delaware Water Gap National Recreation Area in Pennsylvania, by certain commercial vehicles except as they serve businesses located within or in the vicinity of the recreation area.  The local business use exception to the prohibition is revised to permit, until September 30, 2021, the use of commercial vehicles with four or fewer axles that are: (1) owned and operated by a business located in the recreation area or one or more adjacent municipalities, or (2) necessary to provide services to businesses or persons located in the recreation area or one or more such municipalities.  The adjacent municipalities referred to are Delaware Township, Dingman Township, Lehman Township, Matamoras Borough, Middle Smithfield Township, Milford Borough, Milford Township, Smithfield Township, and Westfall Township in Pennsylvania.  The Department of the Interior shall establish a fee and permit program for the use of Highway 209 by commercial vehicles, including an annual fee of up to $200 per vehicle. All fees received shall be set aside in a special account and be available for the administration and enforcement of the program, including registering vehicles, issuing permits and vehicle identification stickers, and personnel costs.  The following vehicles may use Highway 209 without a fee or permit requirement:  local school buses; fire, ambulance, and other safety and emergency vehicles; and commercial vehicles along specified segments of the highway.  ","Public Lands and Natural Resources",2018-01-08,1,0
"465",161,161,267,"{'legislativeSubjects': [{'name': 'Georgia'}, {'name': 'Historic sites and heritage areas'}, {'name': 'Parks, recreation areas, trails'}, {'name': 'Racial and ethnic relations'}], 'policyArea': {'name': 'Public Lands and Natural Resources'}}","(This measure has not been amended since it was passed by the House on March 15, 2017. The summary of that version is repeated here.) Martin Luther King, Jr. National Historical Park Act of 2017 (Sec. 2) This bill redesignates the Martin Luther King, Junior, National Historic Site in the state of Georgia as the ""Martin Luther King, Jr. National Historical Park."" The bill replaces the current boundary map with a map of a proposed boundary revision dated June 2015.","Public Lands and Natural Resources",2018-01-08,0.933333333333333,0.0666666666666666
"466",162,162,1927,"{'legislativeSubjects': [{'name': 'Government buildings, facilities, and property'}, {'name': 'Government studies and investigations'}, {'name': 'Historic sites and heritage areas'}, {'name': 'Parks, recreation areas, trails'}, {'name': 'Protest and dissent'}, {'name': 'Racial and ethnic relations'}, {'name': 'U.S. history'}], 'policyArea': {'name': 'Public Lands and Natural Resources'}}","(This measure has not been amended since it was passed by the House on July 26, 2017. The summary of that version is repeated here.) African American Civil Rights Network Act of 2017 (Sec. 3) This bill requires the Department of the Interior to establish within the National Park Service (NPS) a U.S. Civil Rights Network that encompasses: (1) all NPS units and programs that relate to the African American civil rights movement from 1939 through 1968; (2) with the property owner's consent, other federal, state, local, and privately owned properties that relate or have a verifiable connection to such movement and that are included in, or eligible for, the National Register of Historic Places; and (3) other governmental and nongovernmental facilities and programs of an educational, research, or interpretive nature that are directly related to such movement.  In carrying out the network, Interior must: (1) review civil rights movement studies and reports, such as the Civil Rights Framework Study; (2) produce and disseminate educational materials relating to such movement; (3) provide technical assistance; and (4) adopt an official, uniform symbol or device for the Network and issue regulations for the symbol's use.  The network shall expire seven years after enactment of this bill. ","Public Lands and Natural Resources",2018-01-08,0.944444444444444,0.0555555555555555
"467",163,163,1766,"{'legislativeSubjects': [{'name': 'Assault and harassment offenses'}, {'name': 'Child health'}, {'name': 'Crime victims'}, {'name': 'Crimes against children'}, {'name': 'Crimes against women'}, {'name': 'Criminal investigation, prosecution, interrogation'}, {'name': 'Domestic violence and child abuse'}, {'name': 'Evidence and witnesses'}, {'name': 'Health information and medical records'}, {'name': 'Health personnel'}, {'name': 'Law enforcement administration and funding'}, {'name': 'Medical tests and diagnostic methods'}, {'name': 'Sex offenses'}], 'policyArea': {'name': 'Crime and Law Enforcement'}}","Sexual Assault Forensic Evidence Reporting Act of 2017 or the SAFER Act of 2017 (Sec. 2) This bill amends the DNA Sexual Assault Justice Act of 2004 to require the Department of Justice (DOJ), in providing information about the role of forensic nurses to certain health-related entities, to provide information about the role of both adult and pediatric forensic nurses. DOJ must also provide additional information on the need for pediatric sexual assault nurse examiners in responding to the abuse of both children and adolescents. (Sec. 3) Additionally, the bill amends the DNA Analysis Backlog Elimination Act of 2000 to reauthorize through FY2022 the requirement for DOJ to allocate a certain percentage of funds under the Debbie Smith DNA Backlog Grant Program for grants to audit backlogged sexual assault kits (i.e., rape kits). It extends from 2018 to 2023 the sunset date of DOJ's authority to award grants to collect DNA of arrestees and to audit backlogged rape kits.","Crime and Law Enforcement",2018-01-08,0.470588235294118,0.529411764705882
"468",164,164,1532,"{'legislativeSubjects': [{'name': 'Human trafficking'}, {'name': 'Licensing and registrations'}, {'name': 'Motor carriers'}, {'name': 'Motor vehicles'}, {'name': 'Transportation employees'}, {'name': 'Transportation safety and security'}], 'policyArea': {'name': 'Transportation and Public Works'}}","No Human Trafficking on Our Roads Act (Sec. 2) This bill directs the Department of Transportation to disqualify from operating a commercial motor vehicle for life an individual who uses such a vehicle in committing a felony involving a severe form of human trafficking.","Transportation and Public Works",2018-01-08,0.5,0.5
"469",165,165,1393,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Department of Transportation'}, {'name': 'Department of Veterans Affairs'}, {'name': 'Health personnel'}, {'name': 'Licensing and registrations'}, {'name': 'Medical tests and diagnostic methods'}, {'name': 'Military personnel and dependents'}, {'name': 'Motor carriers'}, {'name': 'Motor vehicles'}, {'name': 'National Guard and reserves'}, {'name': 'Transportation employees'}, {'name': ""Veterans' education, employment, rehabilitation""}, {'name': 'Worker safety and health'}], 'policyArea': {'name': 'Transportation and Public Works'}}","Jobs for Our Heroes Act (Sec. 2) This bill amends the FAST Act to require the medical professional who may perform a medical examination and provide a medical certificate for purposes of compliance with requirements for operation by a veteran of a commercial motor vehicle to be a ""qualified examiner"" who:  is employed by the Department of Veterans Affairs as a medical professional; and  is licensed, certified, or registered in a state to perform physical examinations.  (Sec. 3) The bill applies commercial driver's license standards for former members of the Armed Forces or reserves to current members of the Armed Forces or reserves. The bill allows such covered individuals who have experience in driving vehicles similar to a commercial motor vehicle while serving in the Armed Forces or reserves to apply for an exemption from all or a portion of federal commercial motor vehicle driving test requirements.","Transportation and Public Works",2018-01-08,0.6,0.4
"470",166,166,1306,"{'legislativeSubjects': [{'name': 'Federal-Indian relations'}, {'name': 'Gambling'}, {'name': 'Indian lands and resources rights'}, {'name': 'Land transfers'}, {'name': 'Oregon'}], 'policyArea': {'name': 'Native Americans'}}","Western Oregon Tribal Fairness Act TITLE I--COW CREEK UMPQUA LAND CONVEYANCE (Sec. 102) This bill requires that 17,519 acres of land be held in trust for, and be part of the reservation of, the Cow Creek Band of Umpqua Tribe of Indians. This land is taken into trust when the Department of the Interior and the tribe enter an agreement that secures certain access to the land. (Sec. 104) Federal law applies to the export of unprocessed logs harvested from this land and to forest management on this land. Gaming on this land is prohibited. This land is not subject to the land use planning requirements of the Federal Land Policy and Management Act of 1976 or the Act of August 28, 1937. (Sec. 105) Interior must reclassify public domain land as Oregon and California Railroad grant land in equal acreage as grant land taken into trust under this bill. TITLE II--OREGON COASTAL LAND CONVEYANCE (Sec. 202) This bill requires that 14,742 acres of land be held in trust for, and be part of the reservation of, the Confederated Tribes of Coos, Lower Umpqua, and Siuslaw Indians. This land is taken into trust when Interior and the tribes enter an agreement that secures existing Interior access to the land and secures access for activities including land management, surveys, and transit of public vehicles. (Sec. 204) Federal law applies to the export of unprocessed logs harvested from this land and to forest management on this land. Gaming on this land is prohibited. This land is not subject to the land use planning requirements of the Federal Land Policy and Management Act of 1976 or the Act of August 28, 1937. (Sec. 205) Interior must reclassify public domain land as Oregon and California Railroad grant land in equal acreage as grant land taken into trust under this bill. TITLE III--AMENDMENTS TO COQUILLE RESTORATION ACT (Sec. 301) This bill amends the Coquille Restoration Act to remove the requirement that Interior manage the Coquille Forest in accordance with state and federal forestry and environmental protection laws. Federal law applies to the export of unprocessed logs harvested from this land. Sales of timber from this land must be advertised, offered, and awarded according to competitive bidding practices. This bill strikes a provision giving the U.S. District Court for the District of Oregon jurisdiction over certain actions concerning the Coquille Forest and limiting remedies to equitable relief. ","Native Americans",2018-01-08,0,1
"471",167,167,1242,"{'legislativeSubjects': [{'name': 'Commemorative events and holidays'}, {'name': 'Racial and ethnic relations'}, {'name': 'U.S. history'}, {'name': 'Virginia'}], 'policyArea': {'name': 'Civil Rights and Liberties, Minority Issues'}}","(This measure has not been amended since it was passed by the House on May 1, 2017. The summary of that version is repeated here.) 400 Years of African-American History Commission Act (Sec. 3) This bill establishes the 400 Years of African-American History Commission to develop and carry out activities throughout the United States to commemorate the 400th anniversary of the arrival of Africans in the English colonies at Point Comfort, Virginia, in 1619. The commission must:  plan programs to acknowledge the impact that slavery and laws that enforced racial discrimination had on the United States;  encourage civic, patriotic, historical, educational, artistic, religious, and economic organizations to organize and participate in anniversary activities;  assist states, localities, and nonprofit organizations to further the commemoration; and  coordinate for the public scholarly research on the arrival of Africans in the United States and their contributions to this country.  (Sec. 5) The commission may provide: (1) grants to communities and nonprofit organizations for the development of programs; (2) grants to research and scholarly organizations to research, publish, or distribute information relating to the arrival of Africans in the United States; and (3) technical assistance to states, localities, and nonprofit organizations to further the commemoration. (Sec. 7) The commission must prepare a strategic plan and submit a final report to Congress that contains a summary of its activities, an accounting of its received and expended funds, and its recommendations. (Sec. 8) The commission shall terminate on July 1, 2020. (Sec. 9) All expenditures of the commission shall be made solely from donated funds.","Civil Rights and Liberties, Minority Issues",2018-01-08,0.886792452830189,0.113207547169811
"472",168,168,4661,"{'legislativeSubjects': [{'name': 'Department of Homeland Security'}, {'name': 'Emergency planning and evacuation'}, {'name': 'Employee hiring'}, {'name': 'Employment and training programs'}, {'name': 'Federal Emergency Management Agency (FEMA)'}, {'name': 'Fires'}, {'name': 'First responders and emergency personnel'}, {'name': 'Government information and archives'}, {'name': 'Mental health'}], 'policyArea': {'name': 'Emergency Management'}}","(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.) United States Fire Administration, AFG, and SAFER Program Reauthorization Act of 2017 This bill amends the the Federal Fire Prevention and Control Act of 1974 to: (1) reauthorize through FY2024 the Assistance to Firefighters Grants (AFG) Program, the Fire Prevention and Safety Grants (FPSG) Program, and the Staffing for Adequate Fire and Emergency Response Grant (SAFER) Program, and reauthorizes provisions regarding firefighting technology evaluation and standards development; and (2) authorize the use of AFG Program grants, instead of SAFER Program grants, to provide specialized training to first responders on how to recognize and properly intervene with individuals with mental illness. The SAFER Program is revised to permit the use of grants to change the status of part-time or paid-on-call firefighters to full-time firefighters. The United States Fire Administration (USFA) may develop and make widely available an electronic, online training course for members of the fire and emergency response community on matters related to the administration of AFG, FPSG, and SAFER grants. The Federal Emergency Management Agency (FEMA) shall ensure that any such training is: (1) tailored to the financial and time constraints of members of the fire and emergency response community; and (2) accessible to all individuals in the career, combination, paid-on-call, and volunteer fire and emergency response community. The USFA shall develop and implement a grant monitoring and oversight framework to mitigate and minimize risks of fraud, waste, abuse, and mismanagement relating to such grants programs.","Emergency Management",2018-01-03,0.125,0.875
"473",169,169,1536,"{'legislativeSubjects': [{'name': 'Advisory bodies'}, {'name': 'Crime prevention'}, {'name': 'Criminal justice information and records'}, {'name': 'Department of Transportation'}, {'name': 'Executive agency funding and structure'}, {'name': 'Federal officials'}, {'name': 'Human trafficking'}, {'name': 'Licensing and registrations'}, {'name': 'Motor carriers'}, {'name': 'Motor vehicles'}, {'name': 'Transportation employees'}, {'name': 'Transportation safety and security'}], 'policyArea': {'name': 'Transportation and Public Works'}}","Combating Human Trafficking in Commercial Vehicles Act (Sec. 2) This bill directs the Department of Transportation (DOT) to designate an official to: (1) coordinate human trafficking prevention efforts across DOT modal administrations and with other federal agencies, and (2) take into account the unique challenges of combating human trafficking within different transportation modes. (Sec. 3) The bill expands the Federal Motor Carrier Safety Administration's outreach and education program and DOT's commercial driver's license financial assistance program to include activities for the recognition, prevention, and reporting of human trafficking. (Sec. 5) DOT shall establish an advisory committee on human trafficking. The committee shall: (1) make recommendations on actions DOT can take to help combat human trafficking, and (2) develop recommended best practices for states and state and local transportation stakeholders in combating human trafficking.","Transportation and Public Works",2018-01-03,0.333333333333333,0.666666666666667
"474",170,170,2273,"{'legislativeSubjects': [{'name': 'Licensing and registrations'}, {'name': 'Marine and coastal resources, fisheries'}, {'name': 'Marine and inland water transportation'}, {'name': 'Marine pollution'}, {'name': 'Water quality'}], 'policyArea': {'name': 'Environmental Protection'}}","(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.)  (Sec.	1)	This bill extends through January 19, 2018, the exemption for fishing vessels and other vessels that are shorter than 79 feet in length from National Pollutant Discharge Elimination System permitting requirements for any discharge: (1)	of effluent from properly functioning marine engines; (2)	 of laundry, shower, and galley sink wastes; or (3) that is incidental to the normal operation of the vessel.","Environmental Protection",2018-01-03,0,1
"475",171,171,1370,"{'legislativeSubjects': [{'name': 'Computers and information technology'}, {'name': 'Congressional oversight'}, {'name': 'Crime victims'}, {'name': 'Criminal justice information and records'}, {'name': 'Department of Homeland Security'}, {'name': 'Government employee pay, benefits, personnel management'}, {'name': 'Government information and archives'}, {'name': 'Human trafficking'}, {'name': 'Transportation safety and security'}], 'policyArea': {'name': 'Crime and Law Enforcement'}}","DIVISION A--FURTHER ADDITIONAL CONTINUING APPROPRIATIONS ACT, 2018  Further Additional Continuing Appropriations Act, 2018  (Sec. 1001) Amends the Continuing Appropriations Act, 2018 to provide continuing FY2018 appropriations to federal agencies through January 19, 2018 (December 22, 2017, under current law).  (This provision prevents a government shutdown that would otherwise occur when the existing continuing resolution expires because the FY2018 appropriations bills have not been enacted.)  Adds provisions to the Continuing Appropriations Act, 2018 that:  permit funds provided to the Coast Guard to be used to carry out Retired Pay Reform, including continuation pay; provide additional funding to the Indian Health Service for the costs of staffing and operating newly constructed facilities; permit funds provided to the Department of Health and Human Services (HHS) to be apportioned up to the rate for operations necessary to maintain programs and activities related to: (1) the care of unaccompanied alien children, and (2) efforts to combat the trafficking of children; provide additional funding for HHS to prepare for or respond to an influenza pandemic; and exempt security spending from sequestration (automatic spending cuts) for FY2018 and delay the sequestration for nonsecurity spending.   (Sec. 1002) Extends certain authorities provided by the Foreign Intelligence Surveillance Act of 1978 (FISA) through the duration of the continuing resolution. Specifies that this section is repealed if legislation amending the dates included in section 403(b) of the FISA Amendments Act of 2008 is enacted. DIVISION B--MISSILE DEFENSE  Department of Defense Missile Defeat and Defense Enhancements Appropriations Act, 2018  Provides FY2018 emergency appropriations to the Department of Defense (DOD) for missile defense programs. (Emergency spending is exempt from discretionary spending limits and other budget enforcement rules.)  TITLE I--MISSILE DEFEAT AND DEFENSE ENHANCEMENTS  Provides Operation and Maintenance funds to DOD for necessary costs to repair damage to the USS John S. McCain and the USS Fitzgerald.  Provides Operation and Maintenance; Procurement; and Research, Development, Test and Evaluation funds to DOD for necessary costs to detect, defeat, and defend against the use of ballistic missiles.  TITLE II--MISSILE CONSTRUCTION ENHANCEMENTS  Provides appropriations for Defense-Wide Military Construction for construction of a missile field in Alaska.  TITLE III--GENERAL PROVISIONS  (Sec. 2001) Specifies that the funds provided by this division are in addition to funds appropriated or otherwise made available to DOD for FY2018.  (Sec. 2002) Requires funds provided by title I of this division to be allocated in accordance with the detailed congressional budget justifications submitted by DOD with the FY2018 budget amendments requested by the President on November 6, 2017. Specifies that any changes to the allocation of funds are subject to reprogramming requirements.  (Sec. 2003) Specifies that funds designated in this division as emergency requirements are available only if the President subsequently designates all of the amounts as emergency requirements and transmits the designations to Congress.  DIVISION C--HEALTH PROVISIONS TITLE I--PUBLIC HEALTH EXTENDERS CHIP and Public Health Funding Extension Act (Sec. 3101) Amends the Patient Protection and Affordable Care Act to extend and make appropriations through the second quarter of FY2018 for community health centers and the National Health Service Corps. Amends the Public Health Service Act to make appropriations through the second quarter of FY2018 for a program that pays teaching health centers to establish or expand graduate medical residency training programs. (Sec. 3102) Makes appropriations through the second quarter of FY2018 for type I diabetes programs and diabetes programs for Native Americans. (Sec. 3103) Reduces FY2019-FY2022 for the Prevention and Public Health Fund. TITLE II--CHILDREN'S HEALTH INSURANCE PROGRAM (CHIP) (Sec. 3201) Amends title XXI (Children's Health Insurance Program [CHIP]) of the Social Security Act to extend funding for CHIP through the first half of FY2018.  Establishes a special rule, with respect to the first half of FY2018, for the redistribution of unused CHIP allotments to state child health plans experiencing emergency shortfalls. Requires the Centers for Medicare &amp; Medicaid Services (CMS), on a monthly basis, to redistribute unused allotments to each state in an amount that will eliminate the state's emergency shortfall before the CMS may distribute the allotments to any state that is experiencing a nonemergency shortfall. Requires the CMS to redistribute such allotments in the order in which states realize monthly emergency shortfalls, but only to the extent that amounts are available for redistribution.  DIVISION D--OTHER MATTERS  (Sec. 4001) Provides $2.1 billion in mandatory funding for the Veterans Choice Program, which allows veterans to receive health care from providers outside of the Department of Veterans Affairs facilities.  DIVISION E--BUDGETARY EFFECTS  (Sec. 5001) Exempts the budgetary effects of division C and each succeeding division of this bill from Pay-As-You-Go (PAYGO) rules and certain budget scorekeeping guidelines.  (Sec. 5002) Exempts the budgetary effects of specified reconciliation legislation from PAYGO rules. (This provision applies to the tax legislation that was signed into law on December 22, 2017, and was considered pursuant to the reconciliation instructions included in the FY2018 congressional budget resolution.) ","Crime and Law Enforcement",2017-12-22,0.375,0.625
