,Unnamed: 0,bill number,subjects,summary,policy_area,latest_action,cosponsor_D_perc,cosponsor_R_perc
128,128,1988,"{'legislativeSubjects': [{'name': 'California'}, {'name': 'Congressional tributes'}, {'name': 'Government buildings, facilities, and property'}, {'name': 'Music'}, {'name': 'Performing arts'}, {'name': 'Postal service'}], 'policyArea': {'name': 'Government Operations and Politics'}}"," <p>Designates the facility of the United States Postal Service located at 1730 18th Street in Bakersfield, California, as the ""Merle Haggard Post Office Building.""</p>",Government Operations and Politics,2018-03-20,0.717391304347826,0.2826086956521739
129,129,1858,"{'legislativeSubjects': [{'name': 'Congressional tributes'}, {'name': 'Government buildings, facilities, and property'}, {'name': 'Military personnel and dependents'}, {'name': 'Pennsylvania'}, {'name': 'Postal service'}], 'policyArea': {'name': 'Government Operations and Politics'}}"," <p>Designates the facility of the United States Postal Service located at 4514 Williamson Trail in Liberty, Pennsylvania, as the ""Staff Sergeant Ryan Scott Ostrom Post Office.""</p>",Government Operations and Politics,2018-03-20,0.2941176470588235,0.7058823529411765
130,130,1208,"{'legislativeSubjects': [{'name': 'Congressional tributes'}, {'name': 'Government buildings, facilities, and property'}, {'name': 'Postal service'}, {'name': 'Texas'}, {'name': ""Veterans' organizations and recognition""}], 'policyArea': {'name': 'Government Operations and Politics'}}"," <p>Designates the facility of the United States Postal Service located at 9155 Schaefer Road, Converse, Texas, as the ""Converse Veterans Post Office Building.""</p>",Government Operations and Politics,2018-03-20,0.2857142857142857,0.7142857142857143
132,132,535,"{'legislativeSubjects': [{'name': 'Asia'}, {'name': 'Diplomacy, foreign officials, Americans abroad'}, {'name': 'Federal officials'}, {'name': 'Taiwan'}, {'name': 'Travel and tourism'}], 'policyArea': {'name': 'International Affairs'}}"," <p><strong>Taiwan Travel Act</strong></p> <p> (Sec. 3) This bill expresses the sense of Congress that the U.S. government should encourage visits between U.S. and Taiwanese officials at all levels.</p> <p> The bill states that it should be U.S. policy to: (1) allow U.S. officials at all levels to travel to Taiwan to meet their Taiwanese counterparts; (2) permit high-level Taiwanese officials to enter the United States under respectful conditions and to meet with U.S. officials, including officials from the Departments of State and Defense; and (3) encourage the Taipei Economic and Cultural Representative Office and any other instrumentality established by Taiwan to conduct business in the United States.</p>",International Affairs,2018-03-16,0.3580246913580246,0.6419753086419753
133,133,452,"{'legislativeSubjects': [{'name': 'Congressional tributes'}, {'name': 'Government buildings, facilities, and property'}, {'name': 'Military personnel and dependents'}, {'name': 'Missouri'}, {'name': 'Postal service'}], 'policyArea': {'name': 'Government Operations and Politics'}}"," <p>Designates the facility of the United States Postal Service located at 324 West Saint Louis Street in Pacific, Missouri, as the ""Specialist Jeffrey L. White, Jr. Post Office.""</p>",Government Operations and Politics,2018-03-16,0.25,0.75
134,134,3656,"{'legislativeSubjects': [{'name': 'Cemeteries and funerals'}, {'name': 'Military personnel and dependents'}, {'name': 'Monuments and memorials'}, {'name': ""Veterans' organizations and recognition""}], 'policyArea': {'name': 'Armed Forces and National Security'}}"," <p>(Sec. 1) This bill expands eligibility for memorial headstones and markers provided by the Department of Veterans Affairs to certain family members of veterans. Eligibility for dependent children and remarried spouses whose remains are unavailable is expanded to include all those who die on or after November 11, 1998.</p>",Armed Forces and National Security,2018-03-16,0.0,1.0
136,136,4533,"{'legislativeSubjects': [{'name': 'Congressional tributes'}, {'name': 'Department of Veterans Affairs'}, {'name': 'Health facilities and institutions'}, {'name': 'Kentucky'}, {'name': ""Veterans' medical care""}], 'policyArea': {'name': 'Armed Forces and National Security'}}"," <p>(Sec. 2) This bill designates the Department of Veterans Affairs: (1) health care system in Lexington, Kentucky, as the &quot;Lexington VA Health Care System,&quot; (2) health care facility at 1101 Veterans Drive, Lexington, Kentucky, as the &quot;Troy Bowling Campus,&quot; and (3) health care facility at 2250 Leestown Road, Lexington, Kentucky, as the &quot;Franklin R. Sousley Campus.&quot;</p>",Armed Forces and National Security,2018-03-09,0.2,0.8
137,137,3122,"{'legislativeSubjects': [{'name': 'Congressional oversight'}, {'name': 'Fraud offenses and financial crimes'}, {'name': 'Government studies and investigations'}, {'name': ""Veterans' pensions and compensation""}], 'policyArea': {'name': 'Armed Forces and National Security'}}"," <p><strong>Veterans Care Financial Protection Act of 2017</strong></p> <p>(Sec. 2) This bill requires the Department of Veterans Affairs to include on its Internet website a warning to veterans relating to dishonest, predatory, or otherwise unlawful practices targeting individuals who are eligible for increased pension on the basis of need for regular aid and attendance.</p> <p>The Government Accountability Office shall: </p> <ul> <li>complete a study on financial exploitation of veterans, which shall include an analysis of the types of financial exploitation facing such veterans and any gaps in efforts to address these issues and an analysis of the types of standards used by federal and state agencies intended to protect vulnerable populations from financial exploitation; and </li> <li>submit a preliminary report and a final report to Congress.</li> </ul>",Armed Forces and National Security,2018-03-09,0.6666666666666666,0.3333333333333333
138,138,1725,"{'legislativeSubjects': [{'name': 'Congressional oversight'}, {'name': 'Disability and paralysis'}, {'name': 'Health information and medical records'}, {'name': 'Medical tests and diagnostic methods'}, {'name': ""Veterans' medical care""}, {'name': ""Veterans' pensions and compensation""}], 'policyArea': {'name': 'Armed Forces and National Security'}}"," <p>(This measure has not been amended since it was reported to the House on May 19, 2017. The summary of that version is repeated here.)</p> <p>(Sec. 1) This bill requires the Department of Veterans Affairs (VA), within 180 days of enactment of this bill, to submit a report on the progress of the VA's Acceptable Clinical Evidence initiative in reducing the necessity for in-person disability examinations.</p> <p> Such report shall include: (1) the number of claims eligible for the initiative, disaggregated by fiscal year; (2) the total number of claims eligible for the initiative that required a VA medical examiner to supplement the evidence with information obtained during a telephone interview with the claimant; (3) information on other VA initiatives to encourage the use of private medical evidence; (4) the anticipated impact on the time line and accuracy of processing claims if the VA were prohibited from requesting a private medical examination that is adequate for a claims decision; and (5) recommendations on how the VA can measure, track, and prevent the ordering of unnecessary medical examinations when a private examination has been administered.</p> <p> (Sec. 2) The VA shall submit by March 1 of FY2018-FY2024 an annual report that includes for each VA regional office: (1) the number of times a veteran who submitted private medical evidence in support of a claim for compensation or pension was scheduled for an examination by VA personnel because the private medical evidence was determined to be unacceptable, (2) the most common reasons for such determinations, and (3) the types of disabilities for which claims were most commonly denied when private medical evidence was submitted. </p>",Armed Forces and National Security,2018-03-09,0.5,0.5
139,139,96,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Federal Communications Commission (FCC)'}, {'name': 'Federal preemption'}, {'name': 'Government information and archives'}, {'name': 'State and local government operations'}, {'name': 'Telephone and wireless communication'}], 'policyArea': {'name': 'Science, Technology, Communications'}}"," <p>(This measure has not been amended since it was reported to the Senate on March 21, 2017. The summary of that version is repeated here.)</p> <p><strong>Improving Rural Call Quality and Reliability Act of </strong><strong>2017</strong></p> <p>(Sec. 2) This bill amends the Communications Act of 1934 to require intermediate providers that offer the capability to transmit voice communications and signaling information from one destination to another, and that charge a rate to any other entity (including an affiliated entity) for such a transmission, to: (1) register with the Federal Communications Commission (FCC), and (2) comply with service quality standards to be established by the FCC. </p> <p>An ""intermediate provider"" is an entity that: (1) enters a business arrangement with a long-distance voice service provider that makes the initial call path choice for more than 100,000 domestic retail subscriber lines, or with another intermediate provider, to carry, route, or transmit voice traffic from a call placed from or to an end user connection using a North American Numbering Plan resource; and (2) does not itself (directly or in conjunction with an affiliate) serve as such a long-distance initial call path choice provider in the context of originating or terminating a given call. </p> <p>The bill prohibits such long-distance providers (including local exchange carriers, interexchange carriers, commercial mobile radio services, interconnected voice over Internet Protocol [VoIP] services, and certain non-interconnected VoIP services) from using an intermediate provider to transmit voice communications and signals unless the intermediate provider is so registered. </p> <p>The FCC must: (1) ensure the integrity of the transmission of voice communications to all customers in the United States, (2) prevent unjust or unreasonable discrimination among areas of the United States in the delivery of such voice communications, and (3) make a registry of intermediate providers publicly available on the FCC website. </p> <p>The bill shall not be construed to preempt or expand the authority of a state agency or public utility commission to collect data, or enforce state law and regulations, regarding the completion of intrastate voice communications. </p> <p>Certain long-distance providers that make initial call path choices are exempt from service quality standards that the FCC is required to establish under this bill if they certify under a safe harbor provision in existing FCC rules that they monitor the performance of, or do not use, intermediate providers. </p>","Science, Technology, Communications",2018-02-26,0.4285714285714285,0.5714285714285714
140,140,1438,"{'legislativeSubjects': [{'name': 'Missouri'}, {'name': 'Monuments and memorials'}, {'name': 'Parks, recreation areas, trails'}], 'policyArea': {'name': 'Public Lands and Natural Resources'}}", <p>(This measure has not been amended since it was introduced. The expanded summary of the Senate passed version is repeated here.)</p> <p><b>Gateway Arch National Park Designation Act</b></p> <p>(Sec. 2) This bill designates the Jefferson National Expansion Memorial in Missouri as the &quot;Gateway Arch National Park.&quot;</p>,Public Lands and Natural Resources,2018-02-22,1.0,0.0
141,141,582,"{'legislativeSubjects': [{'name': 'Emergency communications systems'}, {'name': 'Telephone and wireless communication'}], 'policyArea': {'name': 'Science, Technology, Communications'}}"," <p>(This measure has not been amended since it was passed by the Senate on February 5, 2018. The summary of that version is repeated here.)</p> <p><strong>Kari's Law Act of</strong><strong> </strong><strong>2017</strong></p> <p>(Sec. 2) This bill amends the Communications Act of 1934 to prohibit businesses from manufacturing or importing for use in the United States, or selling or leasing in the United States, a multi-line telephone system unless it is pre-configured to allow&nbsp;users to directly initiate a call to 9-1-1 (without dialing any additional digit, code, prefix, or post-fix, including any trunk-access code such as the digit ""9"") from any station equipped with dialing facilities.</p> <p>Businesses are prohibited from installing, managing, or operating multi-line telephone systems without such a direct 9-1-1 call configuration. </p> <p>Businesses installing, managing, or operating such systems for use in the United States must configure the&nbsp;systems to provide a notification to a central location at the facility where the system is installed, or to another person or organization regardless of location, if the system is able to be so configured without an improvement to&nbsp;the hardware or software.</p>","Science, Technology, Communications",2018-02-16,0.2758620689655172,0.7241379310344828
142,142,534,"{'legislativeSubjects': [{'name': 'Athletes'}, {'name': 'Civil actions and liability'}, {'name': 'Correctional facilities and imprisonment'}, {'name': 'Crime victims'}, {'name': 'Crimes against children'}, {'name': 'Criminal justice information and records'}, {'name': 'Domestic violence and child abuse'}, {'name': 'Fraud offenses and financial crimes'}, {'name': 'Human trafficking'}, {'name': 'Jurisdiction and venue'}, {'name': 'Juvenile crime and gang violence'}, {'name': 'Olympic games'}, {'name': 'Pornography'}, {'name': 'Sex offenses'}], 'policyArea': {'name': 'Crime and Law Enforcement'}}"," <p><b><b><b>Protecting Young Victims from Sexual Abuse and Safe Sport Authorization Act of 2017</b></b></b></p> <p>TITLE I--PROTECTING YOUNG VICTIMS FROM SEXUAL ABUSE</p> <p>(Sec. 101) This bill amends the Victims of Child Abuse Act of 1990 to extend the duty to report suspected child abuse, including sexual abuse, to adults who are authorized to interact with minor or amateur athletes at an amateur sports organization facility or at an event sanctioned by a national governing body (NGB) or member of an NGB. An NGB is an amateur sports organization that is recognized by the U.S. Olympic Committee.</p> <p>An authorized adult who fails to report suspected child abuse within a 24-hour period is subject to criminal penalties.</p> <p>(Sec. 102) The bill amends the federal criminal code to revise civil remedy provisions for a victim of a human trafficking offense or federal sex offense. Among other things, it changes the civil statute of limitations to 10 years from the date the victim reasonably discovers the violation or injury (currently, 10 years from the date the cause of action arose). The bill also extends the statute of limitations for a minor victim of a human trafficking or federal sex offense to file a civil action to 10 years (currently, 3 years) from the date such individual reaches age 18.</p> <p>TITLE II--UNITED STATES CENTER FOR SAFE SPORT AUTHORIZATION</p> <p>(Sec. 201) The bill expands the purposes of the U.S. Olympic Committee to include promoting a safe environment in sports that is free from abuse of amateur athletes.</p> <p>(Sec. 202) The bill designates the United States Center for Safe Sport to serve as the independent national safe sport organization.</p> <p>The center has jurisdiction over the U.S. Olympic Committee, NGBs, and Paralympic sports organizations with respect to safeguarding amateur athletes from abuse. It must develop training, practices, policies, and procedures to prevent abuse.</p> <p>NGBs must implement the policies and procedures to prevent abuse.</p> <p>(Sec. 203) An amateur sports organization that requests an NGB sanction to host an international amateur athletic competition inside the United States or to sponsor U.S. athletes in an international amateur athletic competition outside the United States must implement and comply with the policies and procedures to prevent abuse.</p> <p>(Sec. 204) An amateur sports organization that is not subject to the center's policies and procedures to prevent abuse must comply with certain general requirements, including to report suspected child abuse and to limit one-on-one contact between an amateur athlete who is a minor and an adult.</p>",Crime and Law Enforcement,2018-02-14,0.6551724137931034,0.3448275862068966
143,143,4708,"{'legislativeSubjects': [{'name': 'Computers and information technology'}, {'name': 'Congressional oversight'}, {'name': 'Crime victims'}, {'name': 'Criminal justice information and records'}, {'name': 'Department of Homeland Security'}, {'name': 'Government employee pay, benefits, personnel management'}, {'name': 'Government information and archives'}, {'name': 'Human trafficking'}, {'name': 'Transportation safety and security'}], 'policyArea': {'name': 'Crime and Law Enforcement'}}"," <p>(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.) </p> <p><strong>Department of Homeland Security Blue Campaign Authorization Act</strong></p> <p>(Sec. 2) This bill amends the Homeland Security Act of 2002 to authorize in the Department of Homeland Security (DHS) a program to be known as the Blue Campaign, the purpose of which shall be to unify and coordinate DHS efforts to address human trafficking.</p> <p>The campaign director shall issue DHS-wide guidance to and develop training programs for appropriate DHS personnel, coordinate departmental efforts, and provide guidance and training on trauma-informed practices to ensure that human trafficking victims are afforded prompt access to victim support service providers and assistance to address their immediate and long-term needs.</p> <p>Such campaign shall provide guidance and training to DHS personnel and other federal, state, tribal, and law enforcement personnel regarding:</p> <ul> <li>programs to help identify instances of human trafficking; </li> <li>the types of information that should be collected and recorded in DHS information technology systems to identify individuals suspected or convicted of human trafficking; </li> <li>systematic and routine information sharing within DHS and among federal, state, tribal, and local law enforcement agencies regarding such individuals and patterns and practices of human trafficking; </li> <li>techniques to identify suspected victims of trafficking along the U.S. border and at airport security checkpoints; </li> <li>methods to be used by the Transportation Security Administration (TSA) and personnel from other appropriate agencies to train TSA employees to identify suspected trafficking victims and to serve as a liaison and resource regarding human trafficking prevention to appropriate state, local, and private sector aviation workers and the traveling public; </li> <li>utilizing resources to educate partners and stakeholders and increase public awareness of human trafficking; and </li> <li>leveraging partnerships with state and local governmental, non-governmental, and private sector organizations to raise public awareness of human trafficking. </li></ul> <p>(Sec. 3) DHS shall: (1) ensure the integration of information technology systems utilized within DHS to record and track information regarding individuals suspected or convicted of human trafficking; and (2) report to Congress on the status and effectiveness of, and providing a recommendation regarding the appropriate office within DHS for, the Blue Campaign.</p> ",Crime and Law Enforcement,2018-02-14,0.3333333333333333,0.6666666666666666
