,x,y,title,cosponsor_D_perc,policyarea,session,cluster
16,-2.646365165710449,9.382192611694336,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Social Security Administration relating to Implementation of the NICS Improvement Amendments Act of 2007.",0.0083333333333333,Crime and Law Enforcement,115,-1_sec_funds_act_provides
17,-2.164045572280884,9.159732818603516,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule submitted by Secretary of Health and Human Services relating to compliance with title X requirements by project recipients in selecting subrecipients.",0.0068027210884353,Health,115,4_shall_faa_sec_tsa
18,-4.7435808181762695,5.6769585609436035,Fort Ontario Study Act,0.5,Public Lands and Natural Resources,115,5_land_interior_tribe_national
19,-5.1964874267578125,6.011958599090576,"John D. Dingell, Jr. Conservation, Management, and Recreation Act",0.5,Public Lands and Natural Resources,116,5_land_interior_tribe_national
20,1.436553716659546,6.5861945152282715,"A joint resolution condemning the violence and domestic terrorist attack that took place during events between August 11 and August 12, 2017, in Charlottesville, Virginia, recognizing the first responders who lost their lives while monitoring the events, offering deepest condolences to the families and friends of those individuals who were killed and deepest sympathies and support to those individuals who were injured by the violence, expressing support for the Charlottesville community, rejecting White nationalists, White supremacists, the Ku Klux Klan, neo-Nazis, and other hate groups, and urging the President and the President's Cabinet to use all available resources to address the threats posed by those groups.",0.0,Armed Forces and National Security,116,7_clinic_affairs_veterans_designates
21,1.4753557443618774,6.632227897644043,"To designate the National Pulse Memorial located at 1912 South Orange Avenue, Orlando, Florida, 32806, and for other purposes.",0.0,Armed Forces and National Security,116,7_clinic_affairs_veterans_designates
22,1.463640809059143,6.657617568969727,"A bill to designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.",0.0,Armed Forces and National Security,116,7_clinic_affairs_veterans_designates
23,-5.379568099975586,6.505619049072266,Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act,1.0,Native Americans,116,5_land_interior_tribe_national
24,-3.1000728607177734,10.51883316040039,Emmett Till Antilynching Act,0.994475138121547,Crime and Law Enforcement,117,14_trafficking_human_victims_abuse
25,-4.204305648803711,5.055840969085693,A joint resolution providing for the reappointment of Barbara M. Barrett as a citizen regent of the Board of Regents of the Smithsonian Institution.,0.5,"Science, Technology, Communications",116,10_memorial_commemorative_national_establishment
26,-4.207268238067627,5.060331344604492,"Requesting the Secretary of the Interior to authorize unique and one-time arrangements for displays on the National Mall and the Washington Monument during the period beginning on July 16, 2019 and ending on July 20, 2019.",0.5,"Science, Technology, Communications",116,10_memorial_commemorative_national_establishment
27,4.4527506828308105,0.38016897439956665,A joint resolution providing for the reappointment of John Fahey as a citizen regent of the Board of Regents of the Smithsonian Institution.,0.5,Government Operations and Politics,116,17_regent_regents_smithsonian_citizen
28,4.443635940551758,0.3891548812389374,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by States for non-governmental employees.,0.5,Government Operations and Politics,116,17_regent_regents_smithsonian_citizen
29,4.440496444702148,0.39199212193489075,South Florida Clean Coastal Waters Act of 2021,0.5,Government Operations and Politics,116,17_regent_regents_smithsonian_citizen
30,4.443553924560547,0.3892548680305481,A joint resolution providing for the appointment of Denise O'Leary as a citizen regent of the Board of Regents of the Smithsonian Institution.,0.5,Government Operations and Politics,116,17_regent_regents_smithsonian_citizen
31,4.434662342071533,0.3974699378013611,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by qualified State political subdivisions for non-governmental employees.,0.5,Government Operations and Politics,116,17_regent_regents_smithsonian_citizen
32,4.43715238571167,0.3948547840118408,A joint resolution providing for the reappointment of Risa Lavizzo-Mourey as a citizen regent of the Board of Regents of the Smithsonian Institution.,0.5,Government Operations and Politics,116,17_regent_regents_smithsonian_citizen
33,-4.0069780349731445,7.940488338470459,"Extension of Continuing Appropriations Act, 2022",0.0,Economics and Public Finance,117,2_sec_section_funds_division
34,-4.71859073638916,6.9567437171936035,"Granting the consent and approval of Congress for the Commonwealth of Virginia, the State of Maryland, and the District of Columbia to enter into a compact relating to the establishment of the Washington Metrorail Safety Commission.",0.875,Transportation and Public Works,115,-1_sec_funds_act_provides
35,4.439268589019775,0.3934217691421509,Providing for the reappointment of Michael M. Lynton as a citizen regent of the Board of Regents of the Smithsonian Institution.,0.5,Government Operations and Politics,116,17_regent_regents_smithsonian_citizen
36,4.443973541259766,0.3887840807437897,Providing for the appointment of Franklin D. Raines as a citizen regent of the Board of Regents of the Smithsonian Institution.,0.5,Government Operations and Politics,116,17_regent_regents_smithsonian_citizen
37,10.750267028808594,6.528085708618164,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the ""Private First Class Barrett Lyle Austin Post Office Building"".",0.166666666666667,Government Operations and Politics,117,0_postal_post_designates_located
38,10.634209632873535,6.997063159942627,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the ""Specialist Four Charles Johnson Post Office"".",0.166666666666667,Government Operations and Politics,117,0_postal_post_designates_located
39,-3.977297306060791,10.474666595458984,Improving Rural Call Quality and Reliability Act of 2017,0.428571428571428,"Science, Technology, Communications",115,3_information_agency_data_shall
40,-4.595550060272217,7.581133842468262,Nuclear Energy Innovation Capabilities Act of 2017,0.428571428571428,Energy,115,-1_sec_funds_act_provides
41,-3.8375980854034424,7.768482685089111,"Further Additional Continuing Appropriations Act, 2021",0.0,Economics and Public Finance,116,2_sec_section_funds_division
42,-3.8597400188446045,7.736960411071777,"Extension of Continuing Appropriations Act, 2021",0.0,Economics and Public Finance,116,2_sec_section_funds_division
43,-0.9056751728057861,7.16801643371582,VA Choice and Quality Employment Act of 2017,0.5,Armed Forces and National Security,115,1_va_veterans_care_veteran
44,-5.290472984313965,5.557700157165527,Alex Diekmann Peak Designation Act of 2017,1.0,Public Lands and Natural Resources,115,-1_sec_funds_act_provides
45,-4.7551655769348145,8.26326847076416,"Consolidated Appropriations Act, 2021",0.75,Economics and Public Finance,116,2_sec_section_funds_division
46,-3.2411818504333496,10.252852439880371,Combat Online Predators Act,1.0,Crime and Law Enforcement,116,14_trafficking_human_victims_abuse
47,-3.4051616191864014,9.722646713256836,FISA Amendments Reauthorization Act of 2017,0.416666666666667,Armed Forces and National Security,115,3_information_agency_data_shall
48,-5.2461628913879395,6.08280086517334,Desert Sage Youth Wellness Center Access Improvement Act,1.0,Native Americans,117,5_land_interior_tribe_national
49,-3.769399881362915,9.123659133911133,Grant Reporting Efficiency and Agreements Transparency Act of 2019,0.466666666666667,Government Operations and Politics,116,3_information_agency_data_shall
50,-3.95302152633667,10.465550422668457,Pallone-Thune Telephone Robocall Abuse Criminal Enforcement and Deterrence Act,0.51219512195122,"Science, Technology, Communications",116,3_information_agency_data_shall
51,-2.6587817668914795,6.952177047729492,Supporting Veterans in STEM Careers Act,0.5,"Science, Technology, Communications",116,15_science_stem_cnmi_nsf
52,-5.712654113769531,9.027289390563965,Advancing Education on Biosimilars Act of 2021,0.0,Health,117,13_drug_fda_generic_drugs
53,-4.189192295074463,5.103308200836182,National Memorial to Fallen Educators Act,0.75,Education,115,10_memorial_commemorative_national_establishment
54,-3.706389904022217,8.214900016784668,ARTS Act,0.666666666666667,Commerce,117,-1_sec_funds_act_provides
55,-2.415221691131592,9.856880187988281,Elder Abuse Prevention and Prosecution Act,0.733333333333333,Crime and Law Enforcement,115,9_justice_dna_elder_doj
56,-3.4571805000305176,9.055761337280273,EGO Act,0.285714285714286,Government Operations and Politics,115,3_information_agency_data_shall
57,-2.076469898223877,8.401089668273926,John Lewis NIMHD Research Endowment Revitalization Act of 2021,0.333333333333333,Health,117,4_shall_faa_sec_tsa
58,-2.0697126388549805,8.399322509765625,Veterans' Compensation Cost-of-Living Adjustment Act of 2021,0.333333333333333,Health,117,4_shall_faa_sec_tsa
59,-4.6526689529418945,7.551924228668213,Power And Security Systems (PASS) Act,1.0,Energy,115,-1_sec_funds_act_provides
60,-3.7859795093536377,9.10345458984375,Federal Agency Mail Management Act of 2017,1.0,Government Operations and Politics,115,3_information_agency_data_shall
61,-5.243006706237793,6.203765869140625,Leech Lake Band of Ojibwe Reservation Restoration Act,1.0,Public Lands and Natural Resources,116,5_land_interior_tribe_national
62,-5.693643569946289,9.027499198913574,"Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2017",0.0444444444444444,Health,115,13_drug_fda_generic_drugs
63,11.543425559997559,7.213695526123047,"To designate the facility of the United States Postal Service located at 500 West Main Street, Suite 102 in Tupelo, Mississippi, as the Colonel Carlyle Smitty Harris Post Office.",0.333333333333333,Government Operations and Politics,117,0_postal_post_designates_located
64,-5.351365089416504,6.525879383087158,PROGRESS for Indian Tribes Act,0.6,Native Americans,116,5_land_interior_tribe_national
65,-5.368551254272461,6.545105934143066,Spokane Tribe of Indians of the Spokane Reservation Equitable Compensation Act,1.0,Native Americans,116,5_land_interior_tribe_national
66,-5.055018424987793,7.112914562225342,Swan Lake Hydroelectric Project Boundary Correction Act,1.0,Public Lands and Natural Resources,115,-1_sec_funds_act_provides
67,-4.521653175354004,9.755516052246094,Special Envoy to Monitor and Combat Anti-Semitism Act,0.666666666666667,International Affairs,117,8_sanctions_president_hong_kong
68,-2.708670139312744,9.950798988342285,Savanna's Act,0.678571428571429,Native Americans,116,9_justice_dna_elder_doj
69,11.625323295593262,7.346827030181885,Donna M. Doss Memorial Act of 2021,0.666666666666667,Government Operations and Politics,117,0_postal_post_designates_located
70,-4.281572341918945,3.9524805545806885,Christa McAuliffe Commemorative Coin Act of 2019,0.451219512195122,Finance and Financial Sector,116,16_coins_coin_treasury_issue
71,-3.826262950897217,8.110864639282227,"Consolidated Appropriations Act, 2017",0.321428571428571,Economics and Public Finance,115,-1_sec_funds_act_provides
72,-5.38023042678833,6.556723594665527,Indian Tribal Energy Development and Self-Determination Act Amendments of 2017,0.142857142857143,Native Americans,115,5_land_interior_tribe_national
73,-4.195706844329834,8.56944465637207,Chemical Facility Anti-Terrorism Standards Program Extension Act,0.428571428571428,Emergency Management,116,2_sec_section_funds_division
74,-2.8305463790893555,6.995636463165283,Promoting Women in Entrepreneurship Act,0.818181818181818,"Science, Technology, Communications",115,15_science_stem_cnmi_nsf
75,-3.282898426055908,8.658167839050293,Esther Martinez Native American Languages Programs Reauthorization Act,0.8,Native Americans,116,-1_sec_funds_act_provides
76,-2.2343435287475586,8.892263412475586,Medicaid Extenders Act of 2019,0.0,Health,116,4_shall_faa_sec_tsa
77,-5.56270170211792,7.321339130401611,To rename the Oyster Bay National Wildlife Refuge as the Congressman Lester Wolff Oyster Bay National Wildlife Refuge.,0.769230769230769,Public Lands and Natural Resources,116,-1_sec_funds_act_provides
78,10.738579750061035,6.981185436248779,"To designate the facility of the United States Postal Service located at 1101 Charlotte Street in Georgetown, South Carolina, as the ""Joseph Hayne Rainey Memorial Post Office Building"".",0.166666666666667,Government Operations and Politics,117,0_postal_post_designates_located
79,-3.1231186389923096,8.047800064086914,Paycheck Protection Program and Health Care Enhancement Act,0.0,Economics and Public Finance,116,12_loan_small_act_billion
80,-4.5501389503479,5.482797145843506,"Martin Luther King, Jr. National Historical Park Act of 2017",0.933333333333333,Public Lands and Natural Resources,115,-1_sec_funds_act_provides
81,-4.6799540519714355,5.593227386474609,Brown v. Board of Education National Historical Park Expansion and Redesignation Act,0.428571428571428,Public Lands and Natural Resources,117,5_land_interior_tribe_national
82,-3.9607675075531006,8.882083892822266,Congressional Budget Justification Transparency Act of 2021,0.25,Economics and Public Finance,117,3_information_agency_data_shall
83,-4.392139911651611,7.42125940322876,Modernizing Government Travel Act,0.6,Government Operations and Politics,115,6_noaa_weather_marine_debris
84,-1.9312289953231812,6.803208351135254,Recognizing Achievement in Classified School Employees Act,0.754385964912281,Education,116,1_va_veterans_care_veteran
85,-1.8626399040222168,9.30526065826416,"Childhood Cancer Survivorship, Treatment, Access, and Research Act of 2018",0.60377358490566,Health,115,-1_sec_funds_act_provides
86,-5.427722930908203,6.560390949249268,"To designate the facility of the United States Postal Service located at 2700 Cullen Boulevard in Pearland, Texas, as the ""Endy Nddiobong Ekpanya Post Office Building"".",1.0,Native Americans,116,5_land_interior_tribe_national
87,-5.428419589996338,6.5600504875183105,Native American Business Incubators Program Act,1.0,Native Americans,116,5_land_interior_tribe_national
88,-1.1524450778961182,7.545464038848877,Blue Water Navy Vietnam Veterans Act of 2019,0.616,Armed Forces and National Security,116,1_va_veterans_care_veteran
89,-1.9552079439163208,8.46330738067627,FAA Reauthorization Act of 2018,0.333333333333333,Transportation and Public Works,115,4_shall_faa_sec_tsa
90,-5.094810485839844,9.2083158493042,Protecting Patient Access to Emergency Medications Act of 2017,0.52,Health,115,-1_sec_funds_act_provides
91,-1.0676950216293335,6.715893745422363,Vietnam War Veterans Recognition Act of 2017,1.0,Armed Forces and National Security,115,1_va_veterans_care_veteran
92,-1.785274624824524,8.83029842376709,Improving Access to Maternity Care Act,0.5,Health,115,4_shall_faa_sec_tsa
93,-2.776094913482666,6.93651819229126,"Inspiring the Next Space Pioneers, Innovators, Researchers, and Explorers (INSPIRE) Women Act",0.235294117647059,"Science, Technology, Communications",115,15_science_stem_cnmi_nsf
94,-2.799243450164795,6.963122367858887,'Six Triple Eight' Congressional Gold Medal Act of 2021,0.235294117647059,"Science, Technology, Communications",115,15_science_stem_cnmi_nsf
95,-1.247215986251831,7.34445333480835,State Veterans Home Adult Day Health Care Improvement Act of 2017,0.647058823529412,Armed Forces and National Security,115,1_va_veterans_care_veteran
96,-5.184157371520996,6.590471267700195,"A bill to amend the Alyce Spotted Bear and Walter Soboleff Commission on Native Children Act to extend the deadline for a report by the Alyce Spotted Bear and Walter Soboleff Commission on Native Children, and for other purposes.",0.666666666666667,Native Americans,117,5_land_interior_tribe_national
97,-1.2961686849594116,7.070865631103516,Fair Access to Investment Research Act of 2017,0.75,Public Lands and Natural Resources,116,1_va_veterans_care_veteran
98,-1.3182740211486816,7.071948051452637,Wounded Veterans Recreation Act,0.75,Public Lands and Natural Resources,116,1_va_veterans_care_veteran
99,-4.595890045166016,8.79118537902832,To provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,0.0,Armed Forces and National Security,117,-1_sec_funds_act_provides
100,-2.3930842876434326,6.535433769226074,Northern Mariana Islands Economic Expansion Act,0.0,Immigration,115,15_science_stem_cnmi_nsf
101,-5.5662641525268555,7.6663103103637695,Weather Research and Forecasting Innovation Act of 2017,0.166666666666667,"Science, Technology, Communications",115,6_noaa_weather_marine_debris
102,-4.265332221984863,9.186868667602539,DHS SAVE Act,0.5,Emergency Management,115,-1_sec_funds_act_provides
103,-4.510275840759277,9.767716407775879,"Department of State Authorities Act, Fiscal Year 2017, Improvements Act",0.0,International Affairs,115,8_sanctions_president_hong_kong
104,-4.504194259643555,9.770613670349121,Building Up Independent Lives and Dreams Act,0.0,International Affairs,115,8_sanctions_president_hong_kong
105,-5.490431785583496,7.696537494659424,"To remove the sunset provision of section 203 of Public Law 105-384, and for other purposes.",1.0,Public Lands and Natural Resources,115,6_noaa_weather_marine_debris
106,-3.462766647338867,9.153070449829102,"To designate the Federal building and United States courthouse located at 719 Church Street in Nashville, Tennessee, as the ""Fred D. Thompson Federal Building and United States Courthouse"".",0.333333333333333,Government Operations and Politics,116,3_information_agency_data_shall
107,-3.4559152126312256,9.206907272338867,Payment Integrity Information Act of 2019,0.333333333333333,Government Operations and Politics,116,3_information_agency_data_shall
108,-5.221739292144775,5.640347003936768,"To designate a mountain in the John Muir Wilderness of the Sierra National Forest as ""Sky Point"".",0.711111111111111,Public Lands and Natural Resources,115,5_land_interior_tribe_national
109,11.401521682739258,7.719979763031006,Iraq and Syria Genocide Relief and Accountability Act of 2018,0.125,Government Operations and Politics,117,0_postal_post_designates_located
110,11.394342422485352,7.732872486114502,"To redesignate the Federal building located at 167 North Main Street in Memphis, Tennessee as the ""Odell Horton Federal Building"".",0.125,Government Operations and Politics,117,0_postal_post_designates_located
111,-3.658165216445923,8.959586143493652,Presidential Transition Enhancement Act of 2019,1.0,Government Operations and Politics,116,3_information_agency_data_shall
112,11.208380699157715,7.477707386016846,"William T. Coleman, Jr. and Norman Y. Mineta Department of Transportation Headquarters Act",0.5,Government Operations and Politics,117,0_postal_post_designates_located
113,-4.214460372924805,7.942703723907471,"A bill to provide for the availability of amounts for customer education initiatives and non-awards expenses of the Commodity Futures Trading Commission Whistleblower Program, and for other purposes.",0.5,Finance and Financial Sector,117,-1_sec_funds_act_provides
114,-5.707970142364502,9.018324851989746,"A bill to amend the Federal Food, Drug, and Cosmetic Act with respect to the scope of new chemical exclusivity.",0.5,Health,117,13_drug_fda_generic_drugs
115,-2.1642820835113525,7.623607635498047,Senate Shared Employee Act,0.0,Congress,117,-1_sec_funds_act_provides
116,-3.9781055450439453,8.140557289123535,TANF Extension Act of 2019,0.0,Social Welfare,116,2_sec_section_funds_division
117,-4.2837443351745605,5.556543827056885,Emancipation National Historic Trail Study Act,0.945454545454545,Public Lands and Natural Resources,116,5_land_interior_tribe_national
118,-4.401625156402588,8.51700210571289,National FFA Organization's Federal Charter Amendments Act,0.0,Congress,116,2_sec_section_funds_division
119,-5.093783378601074,6.055752277374268,A bill to establish a procedure for the conveyance of certain Federal property around the Dickinson Reservoir in the State of North Dakota.,1.0,Public Lands and Natural Resources,115,5_land_interior_tribe_national
120,-4.833329200744629,7.979605674743652,National Aeronautics and Space Administration Transition Authorization Act of 2017,0.571428571428571,"Science, Technology, Communications",115,-1_sec_funds_act_provides
121,-4.867373943328857,7.977656364440918,BRIGHT Act,0.571428571428571,"Science, Technology, Communications",115,2_sec_section_funds_division
122,-4.609255790710449,6.813718795776367,To extend the deadline for commencement of construction of a hydroelectric project.,0.0,Energy,115,-1_sec_funds_act_provides
123,-4.6096391677856445,6.816201686859131,Justice for Uncompensated Survivors Today (JUST) Act of 2017,0.0,Energy,115,-1_sec_funds_act_provides
124,11.190792083740234,6.933952331542969,"To designate the facility of the United States Postal Service located at 324 West Saint Louis Street in Pacific, Missouri, as the ""Specialist Jeffrey L. White, Jr. Post Office"".",0.25,Government Operations and Politics,115,0_postal_post_designates_located
125,11.121557235717773,6.92164421081543,Willie O'Ree Congressional Gold Medal Act,0.25,Government Operations and Politics,115,0_postal_post_designates_located
126,-4.280906677246094,3.956838369369507,President George H.W. Bush and First Spouse Barbara Bush Coin Act,0.261538461538461,Finance and Financial Sector,116,16_coins_coin_treasury_issue
127,-3.2421319484710693,7.636717796325684,HBCU PARTNERS Act,0.571428571428571,Education,116,-1_sec_funds_act_provides
128,-4.09674072265625,4.914344787597656,"To authorize the Every Word We Utter Monument to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",0.870967741935484,Public Lands and Natural Resources,116,10_memorial_commemorative_national_establishment
129,-3.9663925170898438,5.562038898468018,Juneteenth National Independence Day Act,0.689655172413793,"Civil Rights and Liberties, Minority Issues",117,-1_sec_funds_act_provides
130,-5.626501560211182,8.873538970947266,Pesticide Registration Improvement Extension Act of 2018,1.0,Environmental Protection,116,13_drug_fda_generic_drugs
131,-5.321750640869141,5.524232864379883,A bill to reinstate and extend the deadline for commencement of construction of a hydroelectric project involving the Gibson Dam.,1.0,Public Lands and Natural Resources,116,-1_sec_funds_act_provides
132,-5.284700870513916,5.555838584899902,B-47 Ridge Designation Act,1.0,Public Lands and Natural Resources,116,-1_sec_funds_act_provides
133,-4.690832614898682,6.914525032043457,"A bill to repeal the rule issued by the Federal Highway Administration and the Federal Transit Administration entitled ""Metropolitan Planning Organization Coordination and Planning Area Reform"".",0.333333333333333,Transportation and Public Works,115,6_noaa_weather_marine_debris
134,-5.591569423675537,7.682615280151367,American Fisheries Advisory Committee Act,0.666666666666667,Public Lands and Natural Resources,117,6_noaa_weather_marine_debris
135,-1.7175999879837036,6.440146446228027,Asia-Pacific Economic Cooperation Business Travel Cards Act of 2017,0.457142857142857,Armed Forces and National Security,116,1_va_veterans_care_veteran
136,-1.7296671867370605,6.438292503356934,DHS Field Engagement Accountability Act,0.457142857142857,Armed Forces and National Security,116,1_va_veterans_care_veteran
137,-1.7349824905395508,6.455074310302734,Let Everyone Get Involved in Opportunities for National Service Act,0.457142857142857,Armed Forces and National Security,116,1_va_veterans_care_veteran
138,-2.6345887184143066,9.866705894470215,Rapid DNA Act of 2017,0.291666666666667,Crime and Law Enforcement,115,9_justice_dna_elder_doj
139,-4.556557655334473,7.638160705566406,Nuclear Energy Innovation and Modernization Act,0.444444444444444,Energy,116,-1_sec_funds_act_provides
140,-4.3637471199035645,7.3536696434021,Advanced Air Mobility Coordination and Leadership Act,1.0,Transportation and Public Works,117,6_noaa_weather_marine_debris
141,-4.622843265533447,7.586306571960449,EPS Improvement Act of 2017,0.333333333333333,Energy,115,-1_sec_funds_act_provides
142,-3.052870512008667,10.585268020629883,Protecting Young Victims from Sexual Abuse and Safe Sport Authorization Act of 2017,0.655172413793103,Crime and Law Enforcement,115,14_trafficking_human_victims_abuse
143,-3.0531389713287354,10.554951667785645,U.S. Wants to Compete for a World Expo Act,0.655172413793103,Crime and Law Enforcement,115,14_trafficking_human_victims_abuse
144,-4.726191997528076,9.671662330627441,Taiwan Travel Act,0.358024691358025,International Affairs,115,8_sanctions_president_hong_kong
145,11.282259941101074,6.6045355796813965,"To designate the facility of the United States Postal Service located at 770 Ayrault Road in Fairport, New York, as the Louise and Bob Slaughter Post Office.",0.91025641025641,Government Operations and Politics,116,0_postal_post_designates_located
146,-0.7204926013946533,7.506103038787842,"A bill to amend the Veterans Access, Choice, and Accountability Act of 2014 to modify the termination date for the Veterans Choice Program, and for other purposes.",0.6,Armed Forces and National Security,115,1_va_veterans_care_veteran
147,-2.393073797225952,6.534373760223389,Northern Mariana Islands Long-Term Legal Residents Relief Act,0.0,Immigration,116,15_science_stem_cnmi_nsf
148,-4.794668197631836,7.027322769165039,"To amend the Delaware Water Gap National Recreation Area Improvement Act to provide access to certain vehicles serving residents of municipalities adjacent to the Delaware Water Gap National Recreation Area, and for other purposes.",1.0,Public Lands and Natural Resources,115,6_noaa_weather_marine_debris
149,-1.046839952468872,7.46945333480835,Protecting Business Opportunities for Veterans Act of 2019,0.35,Armed Forces and National Security,116,1_va_veterans_care_veteran
150,11.220418930053711,6.913203716278076,"A bill to designate the facility of the United States Postal Service located at 42 Main Street in Slatersville, Rhode Island, as the ""Specialist Matthew R. Turcotte Post Office"".",1.0,Government Operations and Politics,117,0_postal_post_designates_located
151,-1.4593684673309326,8.646183967590332,FASTER Act of 2021,0.553846153846154,Social Welfare,116,-1_sec_funds_act_provides
152,-1.4653143882751465,8.6366548538208,ALS Disability Insurance Access Act of 2019,0.553846153846154,Social Welfare,116,-1_sec_funds_act_provides
153,-1.4690841436386108,8.636754989624023,A bill to make a technical correction to the ALS Disability Insurance Access Act of 2019.,0.666666666666667,Social Welfare,117,-1_sec_funds_act_provides
154,-3.9762187004089355,10.49311637878418,Kari's Law Act of 2017,0.275862068965517,"Science, Technology, Communications",115,3_information_agency_data_shall
155,-4.075103759765625,10.620885848999023,American Law Enforcement Heroes Act of 2017,0.444444444444444,"Science, Technology, Communications",116,-1_sec_funds_act_provides
156,-4.073187828063965,10.618067741394043,PRICE Act of 2021,0.444444444444444,"Science, Technology, Communications",116,-1_sec_funds_act_provides
157,-4.071476936340332,10.611084938049316,PIRATE Act,0.444444444444444,"Science, Technology, Communications",116,-1_sec_funds_act_provides
158,-4.655323505401611,7.594611644744873,Department of Energy Research and Innovation Act,0.4,Energy,115,-1_sec_funds_act_provides
159,-3.8754894733428955,8.536214828491211,"Continuing Appropriations Act, 2018 and Supplemental Appropriations for Disaster Relief Requirements Act, 2017",0.222222222222222,Economics and Public Finance,115,-1_sec_funds_act_provides
160,10.7750883102417,6.422481060028076,"To designate the facility of the United States Postal Service located at 1025 Nevin Avenue in Richmond, California, as the ""Harold D. McCraw, Sr., Post Office Building"".",0.745098039215686,Government Operations and Politics,115,0_postal_post_designates_located
161,1.4427471160888672,6.655425071716309,"To designate the Department of Veterans Affairs health care center in Center Township, Butler County, Pennsylvania, as the ""Abie Abraham VA Clinic"".",0.294117647058823,Armed Forces and National Security,115,7_clinic_affairs_veterans_designates
162,-3.3115274906158447,8.168600082397461,Protecting Medicare and American Farmers from Sequester Cuts Act,0.714285714285714,Health,117,-1_sec_funds_act_provides
163,-2.8833982944488525,8.87923526763916,Social Security Number Fraud Prevention Act of 2017,0.424242424242424,Government Operations and Politics,115,-1_sec_funds_act_provides
